ts_code,name,year,net_operate_cf,total_depre_amort,interest_paid,cash_div,receipt_ratio,cash_pressure_ratio,contract_liab_ratio,triple_coverage_ratio,note,anomaly
600809,山西汾酒,2023,722508.3460390001,25330.506598000004,403237.1231,39924.20695099998,0.8351379018332058,0.71882357868798,22.015381828248124,1.542200502684091,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
600809,山西汾酒,2024,1217232.334,23509.31738,534915.3636,38446.363506000045,0.8996547607365701,0.5472578713636168,24.08271568348826,2.03935564474557,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
603369,今世缘,2011,43090.53316,4584.485981,25660.25524,4000.000000000003,0.8781607066859313,0.7868336688541065,12.057659616661681,1.2583109588025494,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
603369,今世缘,2012,73698.85196900001,5936.21138,14850,1500,0.9870037785412655,1.0174264314312413,11.687540112025262,3.3069260051593394,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2013,49524.22782,6888.30438,20700,1500,1.053850623578665,1.2636314717979664,15.055201806199078,1.7025477722947286,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
603369,今世缘,2014,47326.01252,7252.555439999999,20700,769.1427199999988,0.995530887304393,1.1503953065775334,13.735688358353515,1.6477442334140873,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2015,70221.54559299999,8127.168809999999,19570.20506,476.5458,1.042610930841188,1.1328949302864073,12.9765320287208,2.49243081626481,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2016,92456.62612999999,9176.073874,20573.80083,30373.292904999995,1.0558184204765653,1.0801232681784296,19.037670666630866,1.5377870096043733,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2017,100127.8837,9937.403502999998,24440.49868,15212.130468000001,1.0616582843700633,1.1390551862536915,27.592511915604316,2.019113082172205,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2018,112101.17786600001,8784.229928,31520.917945999998,12.355687000000477,1.0786017367656038,1.2616444022046331,31.270725299441242,2.780459303398882,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
603369,今世缘,2019,130739.044,10353.166353999999,41569.60097,2017.1689089999975,0.9871174204591653,1.0306603421398133,26.777532864916644,2.423789368910791,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2020,111876.7791,11127.886863999998,52073.591,23.16443599999547,0.9962659076739606,1.117816840106784,21.412437014890504,1.769512250452203,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2021,302410.2912,11899.896463000001,56568.707332000005,79515.71275499999,1.1820017859731493,1.289414722435755,32.274287882223405,2.0435293293787895,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
603369,今世缘,2022,277974.7984,14249.660694999999,73561.20218,35.027145000004765,1.0844415542156163,1.1796152178258852,25.875686856799827,3.164346087603515,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603369,今世缘,2023,280031.8233,14900.11495,92306.63694,140043.1927,1.056957331132543,1.423664912216775,23.769811104859407,1.1325859903871347,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
603369,今世缘,2024,286671.549,17500.106097000004,124728.65774200001,150059.163,0.9409010446471086,1.0577255518625588,13.795618262791317,0.9807847766699664,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2011,21814.08803,3583.48,20379.64407,25255,0.876758964801168,0.8865935301345768,3.8884448003489114,0.4432125044059435,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2012,42290.08921,5274.891026,7431.499398000001,41100,0.9448235552456761,0.9099824132748369,10.607347538642829,0.7859677795471813,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2013,27766.72994,6050.956141,10292.18737,40950,0.9067269535961223,0.9716918552754743,11.307100720403344,0.48464315694518617,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2014,10491.38453,6477.375971,13272.84822,44600,0.9306618753831748,1.234174741630262,7.531367763050686,0.16303571063768335,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2015,53619.69159,7870.534849000001,12470.789426000001,47093.62013,0.977975790747665,1.0053504866387812,8.253452331361101,0.7951321390130781,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2016,63967.2697,9203.867378,21153.00575,10000,0.943691517396236,1.1952473620047788,15.681174579259366,1.5850402853692307,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603589,口子窖,2017,156883.45698599998,10572.52237,27000,0,0.9313761587196527,0.8086594209334428,23.760559008055658,4.175483759986088,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603589,口子窖,2018,111971.5714,11242.18726,45000,0,0.8986123581801558,0.979317428254511,21.495631573053867,1.990882233533695,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603589,口子窖,2019,129702.43885899999,13522.73881,90000,0,0.8907815364426357,0.9818259441119128,17.132117068462524,1.2528884026466227,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
603589,口子窖,2020,49873.30102,15375.92946,90000,14893.13029,0.8399653703716881,1.1923478477446205,19.191714192203086,0.4146810586743842,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2021,78555.35302,17891.18634,71626.40904,12869.729,0.858207921466765,1.263228897488321,13.47055305063532,0.7672370920461618,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2022,82913.07511,20478.218269999998,89534.15054,22874.005000000012,0.8991175520286766,1.1775785651788069,10.965594726781216,0.6239396315168662,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2023,91067.95951,27015.93277,89533.53512300001,30234.876567000007,0.8595190604688584,1.2569801963796983,6.666555608727149,0.6204201125572701,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
603589,口子窖,2024,145924.9272,31408.910977000003,89817.67955599999,29950.9544,0.9484218988910635,1.1829713583821035,9.307569295925825,0.9652553047714054,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
